instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,log_holiday,sqrt_holiday,boxcox_holiday,log_casual,sqrt_casual,boxcox_casual
159,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401,0.0,0.0,0.0,6.517671272912275,26.0,21.000221249111952
160,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563,3352,3915,0.0,0.0,0.0,6.335054251498059,23.727621035409346,19.670962520349544
161,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815,3771,4586,0.0,0.0,0.0,6.704414354964107,28.548204847240395,22.439310668577146
162,2011-06-11,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729,3237,4966,0.0,0.0,0.0,7.455876687491824,41.58124577258358,29.147240268129558
163,2011-06-12,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,0.0,0.0,0.0,7.291656209174461,38.301436004411116,27.5455958273883
164,2011-06-13,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,863,4157,5020,0.0,0.0,0.0,6.761572768804055,29.376861643136763,22.896637763400527
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,0.0,0.0,0.0,6.590301048196686,26.962937525425527,21.55008296055861
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,0.0,0.0,0.0,6.646390514847729,27.730849247724095,21.98324401015369
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,0.0,0.0,0.0,6.302618975744905,23.345235059857504,19.442609419254598
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,0.0,0.0,0.0,6.761572768804055,29.376861643136763,22.896637763400527
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,0.0,0.0,0.0,7.4999765409521215,42.50882261366456,29.59136447331797
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,0.0,0.0,0.0,7.402451520818244,40.48456495999432,28.61724265542805
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,0.0,0.0,0.0,6.551080335043404,26.43860813280457,21.251621332064424
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,0.0,0.0,0.0,6.652863029353347,27.820855486487112,22.03371382226059
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,0.0,0.0,0.0,6.495265555937008,25.709920264364882,20.83306773371941
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,0.0,0.0,0.0,6.616065185132817,27.313000567495326,21.74811959268605
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,0.0,0.0,0.0,6.877296071497429,31.12876483254676,23.84763651600906
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,0.0,0.0,0.0,7.48605261786314,42.21374183841087,29.450484344816932
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,0.0,0.0,0.0,7.560601162768557,43.81780460041329,30.21186623839227
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,0.0,0.0,0.0,6.75110146893676,29.223278392404914,22.812251231954964
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,0.0,0.0,0.0,6.597145701886651,27.055498516937366,21.60254092687157
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,0.0,0.0,0.0,6.744059186311348,29.120439557122072,22.755651903294293
181,2011-06-30,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,0.0,0.0,0.0,6.93537044601511,32.046840717924134,24.33784710856681
182,2011-07-01,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,0.0,0.0,0.0,7.1284959456800365,35.298725189445584,26.0327463462523
183,2011-07-02,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,0.0,0.0,0.0,7.6984827878809465,46.94677837722201,31.667125344956073
184,2011-07-03,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,0.0,0.0,0.0,7.733245646529795,47.77028364998475,32.04391386181949
185,2011-07-04,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,0.6931471805599453,1.0,0.019912573119965735,8.028129059431759,55.362442142665635,35.40817231276799
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,0.0,0.0,0.0,6.939253946041508,32.109188716004645,24.37094277093727
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,0.0,0.0,0.0,6.665683717782408,28.0,22.133982243209346
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,0.0,0.0,0.0,6.626717749249025,27.459060435491963,21.830462376810903
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,0.0,0.0,0.0,6.541029999189903,26.30589287593181,21.175720491506944
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,0.0,0.0,0.0,7.5953872788539725,44.58699361921591,30.57318848585455
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,0.0,0.0,0.0,7.463936604468925,41.7492514902962,29.227959585821274
192,2011-07-11,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,0.0,0.0,0.0,6.584791392385716,26.888659319497503,21.507937012430933
193,2011-07-12,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,0.0,0.0,0.0,6.4967749901858625,25.729360660537214,20.84429227308809
194,2011-07-13,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,748,3594,4342,0.0,0.0,0.0,6.618738983517219,27.349588662354687,21.768762209018536
195,2011-07-14,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084,0.0,0.0,0.0,6.790097235513905,29.79932885150268,23.12790103710478
196,2011-07-15,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,0.0,0.0,0.0,7.1846291527173145,36.30426972134269,26.544643292629218
197,2011-07-16,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,0.0,0.0,0.0,7.791109510610028,49.17316341257699,32.68013137590474
198,2011-07-17,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,0.0,0.0,0.0,7.604396348796338,44.78839135311738,30.667400012286556
199,2011-07-18,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,0.0,0.0,0.0,6.7357800142423265,29.0,22.68926885568467
200,2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,0.0,0.0,0.0,6.6240652277998935,27.422618401604176,21.80993343043516
201,2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,0.0,0.0,0.0,6.4692503167957724,25.37715508089904,20.640431809502882
202,2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,0.0,0.0,0.0,6.450470422144176,25.13961017995307,20.502330525544142
203,2011-07-22,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,0.0,0.0,0.0,6.333279628139691,23.706539182259394,19.658409447167234
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,0.0,0.0,0.0,6.895682697747868,31.416556144810016,24.001889356311562
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,0.0,0.0,0.0,6.957497370876951,32.4037034920393,24.526947836663872
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,0.0,0.0,0.0,6.343880434126331,23.83275057562597,19.733498201389146
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,0.0,0.0,0.0,6.621405651764134,27.386127875258307,21.7893667645158
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,0.0,0.0,0.0,6.628041376179533,27.477263328068172,21.840712757974178
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,0.0,0.0,0.0,6.408528791059498,24.61706725018234,20.19678226360062
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,0.0,0.0,0.0,6.508769136971682,25.88435821108957,20.933670059416947
211,2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,0.0,0.0,0.0,7.352441100243583,39.48417404479927,28.128983187171883
212,2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,0.0,0.0,0.0,7.329749689041512,39.03844259188627,27.909918561051217
213,2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,0.0,0.0,0.0,6.593044534142437,27.0,21.571095937489424
214,2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,0.0,0.0,0.0,6.687108607866515,28.30194339616981,22.302431358434195
215,2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,0.0,0.0,0.0,6.148468295917647,21.61018278497431,18.388076941305666
216,2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,0.0,0.0,0.0,6.684611727667927,28.26658805020514,22.28274268185213
217,2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,0.0,0.0,0.0,6.931471805599453,31.984371183438952,24.304662323378153
218,2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,0.0,0.0,0.0,7.3277805384216315,39.0,27.890980528414097
219,2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,0.0,0.0,0.0,7.1693500166706,36.02776706930364,26.40442765247641
220,2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,0.0,0.0,0.0,6.741700694652055,29.086079144497972,22.736724039414717
221,2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,0.0,0.0,0.0,6.811244378601294,30.116440692751194,23.300672335940632
222,2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,0.0,0.0,0.0,6.785587645007929,29.732137494637012,23.091203618920108
223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,0.0,0.0,0.0,6.70073110954781,28.495613697550013,22.410116826339745
224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,0.0,0.0,0.0,6.9584483932976555,32.41913015489465,24.535104449550925
225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,0.0,0.0,0.0,7.316548177182976,38.781438859330635,27.783174810953867
226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,0.0,0.0,0.0,7.199678345691172,36.578682316343766,26.68339710684883
227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,0.0,0.0,0.0,6.654152520183219,27.83882181415011,22.04378076106808
228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,0.0,0.0,0.0,6.582025138892826,26.851443164195103,21.486803667386287
229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,0.0,0.0,0.0,6.505784060128229,25.84569596664017,20.91139495542494
230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,0.0,0.0,0.0,6.461468176353717,25.278449319529077,20.583107250106444
231,2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,0.0,0.0,0.0,6.682108597449809,28.231188426986208,22.26301995678613
232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,0.0,0.0,0.0,7.557472901614746,43.749285708454714,30.179562942372797
233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,0.0,0.0,0.0,7.1308988302963465,35.34119409414458,26.054477689364557
234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,0.0,0.0,0.0,6.726233402358747,28.861739379323623,22.612933797962278
235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,0.0,0.0,0.0,7.156176637480615,35.79106033634656,26.284066458196985
236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,0.0,0.0,0.0,6.856461984594587,30.805843601498726,23.673906327391684
237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,0.0,0.0,0.0,6.077642243349034,20.85665361461421,17.92014102329778
238,2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,0.0,0.0,0.0,6.645090969505644,27.712812921102035,21.973122885725715
239,2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,0.0,0.0,0.0,5.424950017481403,15.033296378372908,14.057333141033343
240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,0.0,0.0,0.0,7.255591274253665,37.61648574760805,27.204601748933936
241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,0.0,0.0,0.0,6.593044534142437,27.0,21.571095937489424
242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,0.0,0.0,0.0,6.654152520183219,27.83882181415011,22.04378076106808
243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,0.0,0.0,0.0,6.535241271013659,26.229754097208,21.13211042476066
244,2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,0.0,0.0,0.0,6.664409020350408,27.982137159266443,22.12399526666747
245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,0.0,0.0,0.0,6.775366090936392,29.58039891549808,23.008213289984084
246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,0.0,0.0,0.0,7.568379267836522,43.98863489584554,30.292320527179662
247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,0.0,0.0,0.0,7.8328075165248645,50.20956084253277,33.145704759325426
248,2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,0.6931471805599453,1.0,0.019912573119965735,7.1204443723924875,35.156791662493895,25.96004652530654
249,2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,0.0,0.0,0.0,5.3230099791384085,14.2828568570857,13.521276915650985
250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,0.0,0.0,0.0,4.77912349311153,10.862780491200215,10.929772802353414
251,2011-09-08,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,0.0,0.0,0.0,5.0369526024136295,12.36931687685298,12.104114335368871
252,2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,0.0,0.0,0.0,6.035481432524756,20.42057785666214,17.64641324695974
253,2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,0.0,0.0,0.0,7.467942332285852,41.83300132670378,29.26815138875572
254,2011-09-11,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,0.0,0.0,0.0,7.3987862754199485,40.4103947023535,28.581201623025265
255,2011-09-12,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,0.0,0.0,0.0,6.53813982376767,26.267851073127396,21.15393726758635
256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,0.0,0.0,0.0,6.553933404025811,26.476404589747453,21.27321087918157
257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,0.0,0.0,0.0,6.473890696352274,25.436194683953808,20.674679260759437
258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,0.0,0.0,0.0,6.061456918928017,20.688160865577203,17.814636558253888
259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,0.0,0.0,0.0,6.610696044717759,27.23967694375247,21.70671948629857
260,2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,0.0,0.0,0.0,7.268920128193722,37.86819245752297,27.33018383243019
261,2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,0.0,0.0,0.0,7.21081845347222,36.78314831549904,26.786525299700298
262,2011-09-19,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,0.0,0.0,0.0,6.539585955617669,26.28687885618983,21.164834318578745
263,2011-09-20,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,0.0,0.0,0.0,6.0844994130751715,20.92844953645635,17.964998968933994
264,2011-09-21,3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,0.0,0.0,0.0,6.29156913955832,23.2163735324878,19.36533654256709
265,2011-09-22,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,0.0,0.0,0.0,6.320768294250582,23.558437978779494,19.57010356957078
266,2011-09-23,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,0.0,0.0,0.0,5.556828061699537,16.06237840420901,14.776338154206979
267,2011-09-24,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,0.0,0.0,0.0,7.482681828154651,42.14261501141095,29.41647020126361
268,2011-09-25,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,0.0,0.0,0.0,7.3427791893318455,39.293765408777,28.035518637787757
269,2011-09-26,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,0.0,0.0,0.0,6.529418838262226,26.153393661244042,21.088325023355903
270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,0.0,0.0,0.0,6.169610732491456,21.840329667841555,18.529756979578732
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,0.0,0.0,0.0,6.175867270105761,21.908902300206645,18.57186109892837
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,0.0,0.0,0.0,6.483107351457199,25.553864678361276,20.74284679187165
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,0.0,0.0,0.0,6.7226297948554485,28.809720581775867,22.584177686647305
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,0.0,0.0,0.0,6.175867270105761,21.908902300206645,18.57186109892837
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,0.0,0.0,0.0,6.424869023905388,24.819347291981714,20.315351800645864
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,0.0,0.0,0.0,5.802118375377063,18.16590212458495,16.194120953118052
277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,0.0,0.0,0.0,6.18826412308259,22.045407685048602,18.655527912264397
278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,0.0,0.0,0.0,6.327936783729195,23.643180835073778,19.620657523902924
279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,0.0,0.0,0.0,6.461468176353717,25.278449319529077,20.583107250106444
280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,0.0,0.0,0.0,6.856461984594587,30.805843601498726,23.673906327391684
281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,0.0,0.0,0.0,7.71244383427499,47.275786614291256,31.81796073622634
282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,0.0,0.0,0.0,7.7823903355874595,48.95916665957459,32.58353429844735
283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,0.6931471805599453,1.0,0.019912573119965735,7.323170717943469,38.91015291668744,27.84669123756951
284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,0.0,0.0,0.0,6.504288173536645,25.826343140289914,20.900240140939832
285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,0.0,0.0,0.0,5.384495062789089,14.730919862656235,13.84257686801978
286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,0.0,0.0,0.0,5.673323267171493,17.029386365926403,15.43630003801713
287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,0.0,0.0,0.0,6.272877006546167,23.0,19.235219030138595
288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,0.0,0.0,0.0,7.549609165154532,43.57751713900185,30.098497517925303
289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,0.0,0.0,0.0,7.466799475018602,41.80908992073375,29.25667936523539
290,2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,0.0,0.0,0.0,6.570882962339584,26.70205984563738,21.401863386975542
291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,0.0,0.0,0.0,6.45833828334479,25.238858928247925,20.56009075378907
292,2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,0.0,0.0,0.0,5.541263545158426,15.937377450509228,14.689947571157804
293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,0.0,0.0,0.0,6.156978985585555,21.702534414210707,18.444997682581363
294,2011-10-21,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,0.0,0.0,0.0,6.517671272912275,26.0,21.000221249111952
295,2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,0.0,0.0,0.0,7.313220387090301,38.71692136521188,27.75130716871325
296,2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,0.0,0.0,0.0,7.3901814282264295,40.23679907746142,28.49674873642235
297,2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,0.0,0.0,0.0,6.551080335043404,26.43860813280457,21.251621332064424
298,2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,0.0,0.0,0.0,6.54534966033442,26.362852652928137,21.208314006719622
299,2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,0.0,0.0,0.0,6.003887067106539,20.09975124224178,17.443611556514757
300,2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,0.0,0.0,0.0,5.484796933490655,15.491933384829668,14.379994048062011
301,2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,0.0,0.0,0.0,6.124683390894205,21.354156504062622,18.22979110531658
302,2011-10-29,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,0.0,0.0,0.0,4.060443010546419,7.54983443527075,8.109559507360498
303,2011-10-30,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,0.0,0.0,0.0,6.786716950605081,29.748949561287034,23.100388703104496
304,2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,0.0,0.0,0.0,5.8944028342648505,19.026297590440446,16.75595660000881
305,2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,0.0,0.0,0.0,6.018593214496234,20.248456731316587,17.53776296773236
306,2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,0.0,0.0,0.0,5.916202062607435,19.235384061671343,16.891026743503286
307,2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,0.0,0.0,0.0,5.765191102784844,17.832554500127006,15.973752414415529
308,2011-11-04,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,0.0,0.0,0.0,6.154858094016418,21.6794833886788,18.430798848185773
309,2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,0.0,0.0,0.0,7.053585727193677,34.0,25.36329482537185
310,2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,0.0,0.0,0.0,6.859614903654202,30.854497241083024,23.700125987851095
311,2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,0.0,0.0,0.0,5.924255797414532,19.313207915827967,16.941158976043308
312,2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,0.0,0.0,0.0,5.932245187448011,19.390719429665317,16.991014045715126
313,2011-11-09,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,0.0,0.0,0.0,5.723585101952381,17.46424919657298,15.728455620157266
314,2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,0.0,0.0,0.0,5.25227342804663,13.784048752090222,13.159101470345883
315,2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,0.6931471805599453,1.0,0.019912573119965735,6.089044875446846,20.97617696340303,17.99478668859722
316,2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,0.0,0.0,0.0,7.151485463904735,35.70714214271425,26.241322730876874
317,2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,0.0,0.0,0.0,6.912742820493176,31.68595903550972,24.145799214646846
